a,Course_Title,Course_Credit
ECON 3473.,Economic Development.,(3 Credits)
ECON 3473W.,Economic Development.,(3 Credits)
ECON 3479.,Economic Growth.,(3 Credits)
ECON 3492.,Practicum.,(1-6 Credits)
ECON 3493.,Foreign Study.,(1-6 Credits)
ECON 3495.,Special Topics.,(1-6 Credits)
ECON 3498.,Variable Topics.,(3 Credits)
ECON 3499.,Independent Study.,(1-6 Credits)
ECON 4206.,Mechanism Design.,(3 Credits)
ECON 4323.,Convex Optimization with Python.,(3 Credits)
ECON 4326.,Operations Research for Benchmarking.,(3 Credits)
ECON 4494W.,Seminar in Economics.,(3 Credits)
ECON 4497W.,Senior Thesis in Economics.,(3 Credits)
EGEN 3092.,Peer Facilitation Practicum.,(3 Credits)
EGEN 3100.,Seminar/Clinic: Teaching and Learning.,(3 Credits)
EGEN 3110.,Seminar/Clinic: The Student in the School Context.,(3 Credits)
EGEN 3120.,Teaching and Learning in School Contexts.,(1 Credit)
EGEN 3200.,Peer Mentoring and Leadership.,(3 Credits)
EGEN 4100.,Seminar/Clinic: Methods of Teaching.,(3 Credits)
EGEN 4110.,Seminar/Clinic: Analysis of Teaching.,(3 Credits)
EGEN 4194.,Honors Seminar.,(3 Credits)
EGEN 4197.,Independent Study: Honors Thesis Preparation.,(3 Credits)
EGEN 4200.,Seminar/Clinic: Methods of Teaching.,(4 Credits)
EDCI 1100.,"If You Love It, Teach It.",(3 Credits)
EDCI 2100.,"Power, Privilege, and Public Education.",(3 Credits)
EDCI 3010.,Elementary Curriculum Standards and Integration.,(1 Credit)
EDCI 3020.,Choral Music Methods.,(2 Credits)
EDCI 3100.,"Multicultural Education, Equity and Social Justice.",(3 Credits)
EDCI 3100W.,"Multicultural Education, Equity and Social Justice.",(3 Credits)
EDCI 3115.,Teaching Mathematics in the Early Childhood Grades: Methods and Clinic.,(3 Credits)
EDCI 3211.,Introduction to Secondary Methods and Clinic: English.,(3 Credits)
EDCI 3212.,Introduction to Secondary Methods and Clinic: Mathematics.,(3 Credits)
EDCI 3213.,Introduction to Secondary Methods and Clinic: Science.,(3 Credits)
EDCI 3214.,Introduction to Secondary Methods and Clinic: Social Studies.,(3 Credits)
EDCI 3215.,Teaching World Languages to the Elementary-Age Student: Seminar and Clinic.,(3 Credits)
EDCI 3305.,Methods and Clinic in Elementary School Music.,(3-4 Credits)
EDCI 4010.,Teaching Reading and Writing in the Content Areas.,(2 Credits)
EDCI 4088.,Variable Topics.,(1-6 Credits)
EDCI 4099.,Independent Study for Undergraduates.,(1-6 Credits)
EDCI 4110W.,Teaching Reading and Writing in the Elementary School.,(3 Credits)
EDCI 4115.,Teaching Mathematics in the Elementary School.,(3 Credits)
EDCI 4120.,Teaching Science in the Elementary School.,(2 Credits)
EDCI 4125.,Teaching Social Studies in the Elementary School.,(2 Credits)
EDCI 4130.,Teaching the Language Arts in the Elementary School.,(3 Credits)
EDCI 4150.,Directed Student Teaching.,(1-9 Credits)
EDCI 4205W.,Teaching World Languages to the Secondary-Age Student (7-12).,(3 Credits)
EDCI 4210W.,Instruction and Curriculum in the Secondary School.,(1-6 Credits)
EDCI 4215.,The Teaching of Reading in Middle and High Schools.,(1-6 Credits)
EDCI 4250.,Directed Student Teaching.,(1-9 Credits)
EDLR 1110.,Introduction to Sport Management.,(3 Credits)
EDLR 1161.,Husky Reads: Introducing Food and Nutrition to Children through Reading.,(2 Credits)
EDLR 1162.,Health and Education in Urban Communities.,(1 Credit)
EDLR 2001.,Contemporary Social Issues in Sport.,(3 Credits)
EDLR 3090.,Directed Observation and Participation in Sport Organizations.,(1-3 Credits)
EDLR 3091.,Internship in Sport Organizations.,(1-6 Credits)
EDLR 3262.,College Freshmen: Their Characteristics and Their Adjustment to College Life.,(3 Credits)
EDLR 3263.,Student Leadership.,(3 Credits)
EDLR 3298.,Variable Topics.,(1-6 Credits)
EDLR 3299.,Independent Study for Undergraduates.,(1-6 Credits)
EDLR 3300W.,Sport in Society.,(3 Credits)
EDLR 3310.,Management of Sport Organizations.,(3 Credits)
EDLR 3325.,Sport Venue and Event Management.,(3 Credits)
EDLR 3335.,Sport Law.,(3 Credits)
EDLR 3340.,Introduction to Sport Marketing.,(3 Credits)
EDLR 3345.,Financial Management in the Sport Industry.,(3 Credits)
EDLR 3350.,Introduction to Sport Communication.,(3 Credits)
EDLR 3547.,Introduction to Sport Based Youth Development.,(4 Credits)
EDLR 3547W.,Introduction to Sport Based Youth Development.,(4 Credits)
EDLR 3550.,Career Development in Sport Management.,(3 Credits)
EPSY 1100.,Introduction to Special Education.,(3 Credits)
EPSY 1450W.,"Mind, Body, Health.",(3 Credits)
EPSY 1830.,Critical and Creative Thinking in the Movies.,(3 Credits)
EPSY 2450.,"Whole Child, School, and Community: Linking Health and Education.",(3 Credits)
EPSY 2450W.,"Whole Child, School, and Community: Linking Health and Education.",(3 Credits)
EPSY 2810.,Creativity: Debunking Myths and Enhancing Innovation.,(3 Credits)
EPSY 3010.,Educational Psychology.,(3 Credits)
EPSY 3020.,Peer Counseling.,(3 Credits)
EPSY 3030.,UConn Connects Mentoring.,(3 Credits)
EPSY 3040.,"Learning Community Peer Mentoring, the Floor Mentor Experience.",(3 Credits)
EPSY 3090.,Field Study in Education.,(1-6 Credits)
EPSY 3098.,Variable Topics.,(1-6 Credits)
EPSY 3099.,Independent Study for Undergraduates.,(1-6 Credits)
EPSY 3110.,Exceptionality.,(2 Credits)
EPSY 3115.,Collaborative Program Planning in Special Education.,(3 Credits)
EPSY 3125.,Classroom and Behavior Management.,(3 Credits)
EPSY 3130.,Methods for Teaching Students with Disabilities.,(4 Credits)
EPSY 3235.,The Resident Assistant.,(3 Credits)
EPSY 3333.,Introduction to Counseling and Psychoeducation.,(3 Credits)
EPSY 4010.,Assessment of Learning.,(2 Credits)
EPSY 4110.,Advanced Foundations of Disability.,(3 Credits)
EPSY 4115.,Directed Student Teaching: Special Education.,(1-9 Credits)
EPSY 4120W.,Fundamentals of Assessment in Special Education.,(3 Credits)
ECE 1101.,Electrical and Computer Engineering Tools.,(1 Credit)
ECE 1401.,Programming for Electrical Engineers.,(3 Credits)
ECE 2000.,Electrical and Computer Engineering Principles.,(3 Credits)
ECE 2001.,Electrical Circuits.,(4 Credits)
ECE 2193.,International Study.,(1-6 Credits)
ECE 3001.,Electromagnetic Fields and Waves.,(3 Credits)
ECE 3096.,Directed Research in Electrical and Computer Engineering.,(1-3 Credits)
ECE 3101.,Signals and Systems.,(3 Credits)
ECE 3111.,Systems Analysis and Design.,(4 Credits)
ECE 3161.,Introduction to Robotics.,(3 Credits)
ECE 3162.,Robot Motion Planning.,(3 Credits)
ECE 3163.,Robot Control and Dynamics.,(3 Credits)
ECE 3193.,International Study.,(1-6 Credits)
ECE 3201.,Electronic Circuit Design and Analysis.,(4 Credits)
ECE 3211.,Power Electronics.,(4 Credits)
ECE 3212.,Electric Machines and Drives.,(4 Credits)
ECE 3221.,Digital Integrated Circuits.,(3 Credits)
ECE 3223.,Optical Engineering.,(3 Credits)
ECE 3225.,Optical Engineering Laboratory.,(3 Credits)
ECE 3231.,Introduction to Modern Power Systems.,(3 Credits)
ECE 3243.,Introduction to Nanotechnology.,(3 Credits)
ECE 3401.,Digital Systems Design.,(3 Credits)
ECE 3411.,Microprocessor Applications Laboratory.,(3 Credits)
ECE 3421.,Very Large Scale Integrated (VLSI) Design and Simulation.,(4 Credits)
ECE 3431.,Numerical Methods in Scientific Computation.,(3 Credits)
ECE 4079.,Independent Design Laboratory.,(1-3 Credits)
ECE 4095.,Special Topics in Electrical and Computer Engineering.,(1-6 Credits)
ECE 4096.,Independent Research in Electrical and Computer Engineering.,(1-3 Credits)
ECE 4097.,Thesis in Electrical and Computer Engineering.,(1-3 Credits)
ECE 4099.,Independent Study in Electrical and Computer Engineering.,(1-4 Credits)
ECE 4099W.,Independent Study in Electrical and Computer Engineering.,(1-4 Credits)
ECE 4111.,Communication Systems.,(3 Credits)
ECE 4112.,Digital Communications and Networks.,(3 Credits)
ECE 4114.,Software-Defined Radio Design Laboratory.,(3 Credits)
ECE 4121.,Digital Control Systems.,(3 Credits)
ECE 4122.,Systems Laboratory.,(3 Credits)
ECE 4131.,Introduction to Digital Signal Processing.,(3 Credits)
ECE 4132.,Image Processing Systems Laboratory.,(3 Credits)
ECE 4133.,Fundamentals of Optical Imaging.,(3 Credits)
ECE 4141.,Introduction to RF/Microwave Wireless Systems.,(3 Credits)
ECE 4161.,Robotics Systems Laboratory.,(3 Credits)
ECE 4201.,Electronic Circuits and Applications.,(3 Credits)
ECE 4211.,Semiconductor Devices and Nanostructures.,(3 Credits)
ECE 4223.,Nanophotonics.,(3 Credits)
ECE 4225.,Fundamentals of Electron Device Design and Characterization.,(3 Credits)
ECE 4242.,Micro/Opto-electronic Devices and Circuits Fabrication Laboratory.,(3 Credits)
ECE 4243.,Nanoscience and Nanotechnology I.,(3 Credits)
ECE 4244.,Nanotechnology II.,(3 Credits)
ECE 4261.,Introduction to Memory Device Technologies.,(3 Credits)
ECE 4401.,Digital Design Laboratory.,(3 Credits)
ECE 4550.,Microgrids.,(3 Credits)
ECE 4900W.,Communicating Engineering Solutions in a Societal Context.,(1 Credit)
ECE 4901.,Electrical and Computer Engineering Design I.,(2 Credits)
ECE 4902.,Electrical and Computer Engineering Design II.,(3 Credits)
ENGR 1000.,Orientation to Engineering.,(1 Credit)
ENGR 1025.,Engineering for Impact: Emerging Leaders.,(1 Credit)
ENGR 1166.,Foundations of Engineering.,(3 Credits)
ENGR 1195.,Special Topics in Engineering.,(1-6 Credits)
ENGR 2195.,Special Topics in Engineering.,(1-6 Credits)
ENGR 2215.,Principles of Manufacturing Engineering.,(3 Credits)
ENGR 2300E.,Engineering for Human Rights.,(3 Credits)
ENGR 3020.,"EDOC: Confidence, Communication and Presentation.",(1 Credit)
ENGR 3021.,Engineering Ambassadors: Technical Communication and Presentation.,(1 Credit)
ENGR 3022.,"Intro - Building our Sistas Strength (BOSS) Leveraging Adversity, Diversity and Intellect (LADI).",(2 Credits)
ENGR 3024.,"Adv - Building our Sistas Strength (BOSS) Leveraging Adversity, Diversity and Intellect (LADI).",(3 Credits)
ENGR 3025.,Engineering for Impact - Advanced Leaders.,(1 Credit)
ENGR 3101.,Signals and Systems.,(3 Credits)
ENGR 3109.,Navy STEM Professional Development Seminar.,(1 Credit)
ENGR 3111.,Brownfield Practicum.,(3 Credits)
ENGR 3120.,LabVIEW Basics for Engineers.,(1 Credit)
ENGR 3181.,EUROTECH Internship Abroad.,(0 Credits)
ENGR 3184.,Engineering Transition Seminar.,(1 Credit)
ENGR 3193.,Foreign Study.,(1-6 Credits)
ENGR 3195.,Special Topics in Engineering.,(1-6 Credits)
ENGR 3201.,"Undergraduate Teaching, Mentoring, and Leadership Seminar.",(3 Credits)
ENGR 3209.,Sustainable Energy in the 21st Century.,(3 Credits)
ENGR 3215.,Statistical Quality Control and Reliability for Manufacturing.,(3 Credits)
ENGR 3257.,Assessment for Human Rights and Sustainability.,(3 Credits)
ENGR 3281.,Engineering Internship.,(0 Credits)
ENGR 3283.,International Engineering Internship.,(1-6 Credits)
ENGR 3400.,Engineering Data Analysis Techniques.,(3 Credits)
ENGR 3500.,Technology Innovation and Entrepreneurship.,(3 Credits)
ENGR 3501.,Technology Innovation and Entrepreneurship II.,(3 Credits)
ENGR 3735.,SolidWorks for Industrial Design.,(3 Credits)
ENGR 4001.,Multidisciplinary Engineering Design I.,(3 Credits)
ENGR 4002W.,Multidisciplinary Engineering Design II.,(3 Credits)
ENGR 4243.,Nanoscience and Nanotechnology I.,(3 Credits)
ENGR 4244.,Nanotechnology II.,(3 Credits)
ENGR 4299.,Independent Study.,(1-4 Credits)
ENGR 4582.,Shop Safety Practicum.,(0 Credits)
ENGL 1003.,Academic Literacies for Multilingual Students.,(3 Credits)
ENGL 1004.,Introduction to Academic Writing.,(4 Credits)
ENGL 1007.,Seminar and Studio in Writing and Multimodal Composition.,(4 Credits)
ENGL 1010.,Seminar in Academic Writing.,(4 Credits)
ENGL 1011.,Seminar in Writing through Literature.,(4 Credits)
ENGL 1012W.,Business Writing I.,(3 Credits)
ENGL 1095.,Special Topics.,(1-4 Credits)
ENGL 1101.,Classical and Medieval Western Literature.,(3 Credits)
ENGL 1101W.,Classical and Medieval Western Literature.,(3 Credits)
ENGL 1103.,Renaissance and Modern Western Literature.,(3 Credits)
ENGL 1103W.,Renaissance and Modern Western Literature.,(3 Credits)
ENGL 1201.,Introduction to American Studies.,(3 Credits)
ENGL 1301.,Major Works of Eastern Literature.,(3 Credits)
ENGL 1401.,Horror.,(3 Credits)
ENGL 1503.,Introduction to Shakespeare.,(3 Credits)
ENGL 1601W.,"Race, Gender, and the Culture Industry.",(3 Credits)
ENGL 1616.,Major Works of English and American Literature.,(3 Credits)
ENGL 1616W.,Major Works of English and American Literature.,(3 Credits)
ENGL 1693.,Foreign Study.,(1-6 Credits)
ENGL 2001.,Introduction to Grant Proposal Writing.,(3 Credits)
ENGL 2013W.,Introduction to Writing Studies.,(3 Credits)
ENGL 2020W.,Technical Writing and Design.,(3 Credits)
ENGL 2049W.,Writing through Research.,(3 Credits)
ENGL 2055WE.,"Writing, Rhetoric, and Environment.",(3 Credits)
ENGL 2100.,British Literature I.,(3 Credits)
ENGL 2101.,British Literature II.,(3 Credits)
ENGL 2107.,"The British Empire, Slavery, and Resistance.",(3 Credits)
ENGL 2200.,Literature and Culture of North America before 1800.,(3 Credits)
ENGL 2201.,American Literature to 1880.,(3 Credits)
ENGL 2201W.,American Literature to 1880.,(3 Credits)
ENGL 2203.,American Literature Since 1880.,(3 Credits)
ENGL 2203W.,American Literature Since 1880.,(3 Credits)
ENGL 2207.,Empire and U.S. Culture.,(3 Credits)
ENGL 2214.,African American Literature.,(3 Credits)
ENGL 2214W.,African American Literature.,(3 Credits)
ENGL 2274W.,Disability in American Literature and Culture.,(3 Credits)
ENGL 2276.,American Utopias and Dystopias.,(3 Credits)
ENGL 2276W.,American Utopias and Dystopias.,(3 Credits)
ENGL 2301.,Anglophone Literatures.,(3 Credits)
ENGL 2301W.,Anglophone Literatures.,(3 Credits)
ENGL 2305.,Modern Japanese Literature.,(3 Credits)
ENGL 2401.,Poetry.,(3 Credits)
ENGL 2401W.,Poetry.,(3 Credits)
ENGL 2405.,Drama.,(3 Credits)
ENGL 2407.,The Short Story.,(3 Credits)
ENGL 2408.,Modern Drama.,(3 Credits)
ENGL 2408W.,Modern Drama.,(3 Credits)
ENGL 2409.,The Modern Novel.,(3 Credits)
ENGL 2411.,Popular Literature.,(3 Credits)
ENGL 2411W.,Popular Literature.,(3 Credits)
ENGL 2413.,The Graphic Novel.,(3 Credits)
ENGL 2413W.,The Graphic Novel.,(3 Credits)
ENGL 2600.,Introduction to Literary Studies.,(3 Credits)
ENGL 2603.,Literary Approaches to the Bible.,(3 Credits)
ENGL 2605.,"Capitalism, Literature, and Culture.",(3 Credits)
ENGL 2605W.,"Capitalism, Literature, and Culture.",(3 Credits)
ENGL 2607.,Literature and Science.,(3 Credits)
ENGL 2609.,Fascism and its Opponents.,(3 Credits)
ENGL 2610.,Introduction to Digital Humanities.,(3 Credits)
ENGL 2612.,Digital Literary Studies.,(3 Credits)
ENGL 2614.,Writing with Algorithms.,(3 Credits)
ENGL 2627.,Topics in Literary Studies.,(3 Credits)
ENGL 2635E.,Literature and the Environment.,(3 Credits)
ENGL 2637WE.,Environmental Justice Writing.,(3 Credits)
ENGL 2640.,Studies in Film.,(3 Credits)
ENGL 2640W.,Studies in Film.,(3 Credits)
ENGL 2701.,Creative Writing I.,(3 Credits)
ENGL 2730W.,Travel Writing.,(3 Credits)
ENGL 3003W.,Topics in Writing Studies.,(3 Credits)
ENGL 3010W.,Advanced Composition for Prospective Teachers.,(3 Credits)
ENGL 3012.,Books and Book Publishing.,(3 Credits)
ENGL 3013W.,Media Publishing.,(3 Credits)
ENGL 3015W.,Writing Across Cultures.,(3 Credits)
ENGL 3020W.,Professional and Technical Writing for Social Justice.,(3 Credits)
ENGL 3082.,Writing Center Practicum.,(1 Credit)
ENGL 3091.,Writing Internship.,(1-8 Credits)
ENGL 3111W.,Medieval English Literature.,(3 Credits)
ENGL 3113.,Renaissance English Literature.,(3 Credits)
ENGL 3113W.,Renaissance English Literature.,(3 Credits)
ENGL 3115W.,"Literature of Enlightenment, Empire, and Revolution: 1660-1800.",(3 Credits)
ENGL 3117.,Romantic British Literature.,(3 Credits)
ENGL 3117W.,Romantic British Literature.,(3 Credits)
ENGL 3118W.,Victorian British Literature.,(3 Credits)
ENGL 3120.,Irish Literature in English to 1939.,(3 Credits)
ENGL 3122.,Irish Literature in English since 1939.,(3 Credits)
ENGL 3122W.,Irish Literature in English since 1939.,(3 Credits)
ENGL 3123W.,British Literature from 1890 to the Mid-Twentieth Century.,(3 Credits)
ENGL 3207.,American Literature since the Mid-Twentieth Century.,(3 Credits)
ENGL 3210.,Native American Literature.,(3 Credits)
ENGL 3212.,Asian American Literature.,(3 Credits)
ENGL 3213.,Eighteenth- and Nineteenth-Century African American Literature.,(3 Credits)
ENGL 3215.,Twentieth- and Twenty-First Century African American Literature.,(3 Credits)
ENGL 3215W.,Twentieth- and Twenty-First Century African American Literature.,(3 Credits)
ENGL 3217.,Studies in African American Literature and Culture.,(3 Credits)
ENGL 3218.,Ethnic Literature of United States.,(3 Credits)
ENGL 3218W.,Ethnic Literatures of the United States.,(3 Credits)
ENGL 3220.,Jewish American Literature and Culture.,(3 Credits)
ENGL 3220W.,Jewish American Literature and Culture.,(3 Credits)
ENGL 3240E.,American Nature Writing.,(3 Credits)
ENGL 3265W.,American Studies Methods.,(3 Credits)
ENGL 3267W.,Race and the Scientific Imagination.,(3 Credits)
ENGL 3301.,Celtic and Norse Myth and Legend.,(3 Credits)
ENGL 3303.,Studies in Early Literature in English.,(3 Credits)
ENGL 3318.,Literature and Culture of the Third World.,(3 Credits)
ENGL 3319.,Topics in Postcolonial Studies.,(3 Credits)
ENGL 3320.,Literature and Culture of India.,(3 Credits)
ENGL 3403.,Modern and Contemporary Poetry in English.,(3 Credits)
ENGL 3420.,Children's Literature.,(3 Credits)
ENGL 3422.,Young Adult Literature.,(3 Credits)
ENGL 3501.,Chaucer.,(3 Credits)
ENGL 3503.,Shakespeare I.,(3 Credits)
ENGL 3503W.,Shakespeare I.,(3 Credits)
ENGL 3507.,Milton.,(3 Credits)
ENGL 3509.,Studies in Individual Writers.,(3 Credits)
ENGL 3509W.,Studies in Individual Writers.,(3 Credits)
ENGL 3601.,The English Language.,(3 Credits)
ENGL 3605.,Latina/o Literature.,(3 Credits)
ENGL 3607.,Studies in Latina/o Literature.,(3 Credits)
ENGL 3609.,Women's Literature.,(3 Credits)
ENGL 3611.,Women's Literature 1900 to the Present.,(3 Credits)
ENGL 3613.,LGBTQ+ Literature.,(3 Credits)
ENGL 3619.,Topics in Literature and Human Rights.,(3 Credits)
ENGL 3621.,Literature and Other Disciplines.,(3 Credits)
ENGL 3623.,Studies in Literature and Culture.,(3 Credits)
ENGL 3627.,Studies in Literature.,(3 Credits)
ENGL 3629.,Holocaust Memoir.,(3 Credits)
ENGL 3631.,"Literature, Culture, and Humanitarianism.",(3 Credits)
ENGL 3631W.,"Literature, Culture, and Humanitarianism.",(3 Credits)
ENGL 3633.,The Rhetoric of Political Discourse in Literature and Society.,(3 Credits)
ENGL 3633W.,The Rhetoric of Political Discourse in Literature and Society.,(3 Credits)
ENGL 3635.,Law and Literature.,(3 Credits)
ENGL 3640.,British Film.,(3 Credits)
ENGL 3652W.,Maritime Literature to 1800.,(3 Credits)
ENGL 3653.,Maritime Literature Since 1800.,(3 Credits)
ENGL 3653W.,Maritime Literature Since 1800.,(3 Credits)
ENGL 3693.,Foreign Study.,(1-6 Credits)
ENGL 3695.,Special Topics.,(1-6 Credits)
ENGL 3698.,Variable Topics.,(3 Credits)
ENGL 3699.,Independent Study.,(1-6 Credits)
ENGL 3701.,Creative Writing II.,(3 Credits)
ENGL 3703.,Writing Workshop.,(3 Credits)
ENGL 3705.,Playwriting.,(3 Credits)
