Course_Code,CRN,Source_DB
ENGR 3195,crn:11058,1253
ENGR 3195,crn:11061,1253
ENGR 3195,crn:11060,1253
ENGR 3195,crn:13235,1253
ENGR 3195,crn:11062,1253
ENGR 3195,crn:13140,1253
ENGR 3209,crn:9877,1253
ENGR 3215,crn:11077,1253
ENGR 3281,crn:11075,1253
ENGR 3400,crn:11090,1253
ENGR 3501,crn:9666,1253
ENGR 4002W,crn:11085,1253
ENGR 4244,crn:11071,1253
ENGR 4299,crn:11074,1253
ENVE 1000E,crn:6167,1253
ENVE 2310E,crn:6073,1253
ENVE 3111,crn:6299,1253
ENVE 3120,crn:6081,1253
ENVE 3202,crn:6297,1253
ENVE 3230,crn:6059,1253
ENVE 3530,crn:12987,1253
ENVE 3995,crn:14129,1253
ENVE 3996,crn:6276,1253
ENVE 4310,crn:6079,1253
ENVE 4320,crn:6172,1253
ENVE 4530,crn:6174,1253
ENVE 4820,crn:6074,1253
ENVE 4886,crn:6300,1253
ENVE 4897,crn:6183,1253
ENVE 4920W,crn:6149,1253
ENVE 4996,crn:6287,1253
ENVE 4999,crn:6137,1253
ENVS 2000,crn:11668,1253
ENVS 3991,crn:11669,1253
ENVS 3999,crn:11667,1253
EPSY 1100,crn:8385,1253
EPSY 1450W,crn:8477,1253
EPSY 2810,crn:8472,1253
EPSY 3010,crn:8387,1253
EPSY 3030,crn:8489,1253
EPSY 3090,crn:8389,1253
EPSY 3098,crn:8399,1253
EPSY 3098,crn:8397,1253
EPSY 3098,crn:8398,1253
EPSY 3099,crn:8400,1253
EPSY 3110,crn:8386,1253
EPSY 3130,crn:8461,1253
EPSY 3235,crn:14188,1253
EPSY 4010,crn:8391,1253
EPSY 4110,crn:8462,1253
EPSY 4115,crn:8396,1253
ERTH 1000E,crn:10655,1253
ERTH 1050,crn:10608,1253
ERTH 1051,crn:10606,1253
ERTH 1052,crn:10624,1253
ERTH 2050W,crn:10661,1253
ERTH 2310E,crn:10646,1253
ERTH 2800E,crn:10658,1253
ERTH 3010,crn:10599,1253
ERTH 3040,crn:10601,1253
ERTH 3230,crn:10640,1253
ERTH 3710,crn:10596,1253
ERTH 4110,crn:10597,1253
ERTH 4120,crn:10592,1253
ERTH 4230,crn:10645,1253
ERTH 4710,crn:10653,1253
ERTH 4720,crn:10654,1253
ERTH 4810,crn:10652,1253
ERTH 4995,crn:14139,1253
ERTH 4996W,crn:14133,1253
ERTH 4999,crn:14038,1253
EVST 1000E,crn:11656,1253
EVST 3991,crn:11664,1253
EVST 3999,crn:11665,1253
EVST 4000W,crn:11663,1253
FNCE 3101,crn:10362,1253
FNCE 3230,crn:10401,1253
FNCE 3302,crn:10397,1253
FNCE 3303,crn:10419,1253
FNCE 3332,crn:10402,1253
FNCE 3335,crn:10436,1253
FNCE 3715,crn:10418,1253
FNCE 4209,crn:10386,1253
FNCE 4302,crn:10420,1253
FNCE 4303,crn:10433,1253
FNCE 4304,crn:10388,1253
FNCE 4305,crn:10390,1253
FNCE 4306,crn:10396,1253
FNCE 4309,crn:10437,1253
FNCE 4410,crn:10423,1253
FNCE 4430,crn:10425,1253
FNCE 4440,crn:10426,1253
FNCE 4895,crn:10405,1253
FNCE 4895,crn:10404,1253
FNCE 4895,crn:14289,1253
FNCE 4895,crn:12919,1253
FNCE 4895,crn:10406,1253
FNCE 4899,crn:14263,1253
FNCE 4997W,crn:14209,1253
FREN 1101,crn:6542,1253
FREN 1102,crn:6546,1253
FREN 1103,crn:6548,1253
FREN 1104,crn:6549,1253
FREN 1169,crn:6550,1253
FREN 1171,crn:6551,1253
FREN 1176,crn:6682,1253
FREN 1177,crn:6677,1253
FREN 3102,crn:6732,1253
FREN 3211W,crn:6742,1253
FREN 3215,crn:6554,1253
FREN 3218,crn:6555,1253
FREN 3250,crn:6556,1253
FREN 3268,crn:2671,1253
FREN 3269,crn:6557,1253
FREN 3270W,crn:6558,1253
GEOG 1000,crn:11382,1253
GEOG 1010,crn:11412,1253
GEOG 1200,crn:11380,1253
GEOG 1300E,crn:11379,1253
GEOG 1302,crn:12885,1253
GEOG 1700,crn:11383,1253
GEOG 2000,crn:11409,1253
GEOG 2100,crn:11385,1253
GEOG 2200,crn:11386,1253
GEOG 2300E,crn:11387,1253
GEOG 2320E,crn:11410,1253
GEOG 2400E,crn:11411,1253
GEOG 2500,crn:11390,1253
GEOG 2505,crn:11397,1253
GEOG 3010,crn:13996,1253
GEOG 3200,crn:12414,1253
GEOG 3350E,crn:11413,1253
GEOG 3410E,crn:11407,1253
GEOG 3500Q,crn:11389,1253
GEOG 3510,crn:11388,1253
GEOG 3600,crn:12671,1253
GEOG 4000W,crn:11414,1253
GEOG 4095,crn:11398,1253
GEOG 4099,crn:13871,1253
GEOG 4230,crn:10644,1253
GEOG 4240,crn:11417,1253
GEOG 4340,crn:13984,1253
GEOG 4518,crn:11415,1253
GERM 1001,crn:6560,1253
GERM 1002,crn:6566,1253
GERM 1003,crn:6568,1253
GERM 1004,crn:6570,1253
GERM 1140W,crn:6678,1253
GERM 1171,crn:6572,1253
GERM 2400E,crn:6708,1253
GERM 3221,crn:6573,1253
GERM 3234,crn:6574,1253
GERM 3251,crn:6575,1253
GERM 3255,crn:2672,1253
GERM 3264W,crn:6681,1253
GERM 3292,crn:6576,1253
GERM 3299,crn:14127,1253
GERM 4246,crn:6658,1253
GPS 3099,crn:14260,1253
HCMI 3221,crn:10400,1253
HCMI 3240,crn:10410,1253
HCMI 3243,crn:10411,1253
HCMI 4225,crn:10422,1253
HCMI 4448,crn:10412,1253
HCMI 4881,crn:10413,1253
HCMI 4899,crn:10414,1253
HCMI 4997W,crn:10428,1253
HDFS 1060,crn:10906,1253
HDFS 1070,crn:10884,1253
HDFS 2001,crn:10886,1253
HDFS 2004W,crn:10894,1253
HDFS 2100,crn:10861,1253
HDFS 2120,crn:10865,1253
HDFS 2200,crn:10864,1253
HDFS 2300,crn:10872,1253
HDFS 3080,crn:14001,1253
HDFS 3092,crn:13166,1253
HDFS 3095,crn:14034,1253
HDFS 3095,crn:10911,1253
HDFS 3102,crn:10907,1253
HDFS 3103,crn:10876,1253
HDFS 3123,crn:10866,1253
HDFS 3127,crn:10914,1253
HDFS 3141,crn:12859,1253
HDFS 3192,crn:10868,1253
HDFS 3245,crn:10917,1253
HDFS 3252,crn:10860,1253
HDFS 3261,crn:10870,1253
HDFS 3277,crn:10875,1253
HDFS 3310,crn:12824,1253
HDFS 3311,crn:10878,1253
HDFS 3340,crn:10871,1253
HDFS 3420,crn:12432,1253
HDFS 3520,crn:12431,1253
HDFS 3530,crn:10874,1253
HDFS 3540,crn:10877,1253
HDFS 4004,crn:12829,1253
HDFS 4007W,crn:10902,1253
HDFS 4087W,crn:13184,1253
HDFS 4097,crn:10901,1253
HDFS 4099,crn:13183,1253
HEJS 1002,crn:6596,1253
HEJS 2204,crn:6735,1253
HEJS 3050W,crn:8364,1253
HEJS 3201,crn:6600,1253
HEJS 3298,crn:9701,1253
HEJS 3299,crn:6602,1253
HEJS 3330,crn:6578,1253
HEJS 3401W,crn:6711,1253
HEJS 3419,crn:6747,1253
HIST 1100W,crn:9442,1253
HIST 1200,crn:9464,1253
HIST 1201,crn:9394,1253
HIST 1203,crn:12712,1253
HIST 1206,crn:11918,1253
HIST 1300,crn:13128,1253
HIST 1400,crn:2930,1253
HIST 1450,crn:9455,1253
HIST 1501,crn:2592,1253
HIST 1501W,crn:13004,1253
HIST 1502,crn:9430,1253
HIST 1502W,crn:13261,1253
HIST 1503,crn:10310,1253
HIST 1600,crn:9903,1253
HIST 1600W,crn:9911,1253
HIST 1805,crn:12516,1253
HIST 2020,crn:12341,1253
HIST 2100W,crn:9485,1253
HIST 2103W,crn:9431,1253
HIST 2104W,crn:9433,1253
HIST 2105,crn:9480,1253
HIST 2205,crn:12107,1253
HIST 2222E,crn:13840,1253
HIST 2240,crn:13002,1253
HIST 2350,crn:9415,1253
HIST 2401W,crn:9408,1253
HIST 2402,crn:9405,1253
HIST 2530,crn:12714,1253
HIST 2541W,crn:12106,1253
HIST 2550,crn:12860,1253
HIST 2752,crn:9407,1253
HIST 2822,crn:12423,1253
HIST 2868W,crn:9483,1253
HIST 3207,crn:9704,1253
HIST 3210,crn:12673,1253
HIST 3321,crn:6710,1253
HIST 3326,crn:9463,1253
HIST 3330,crn:6577,1253
HIST 3361,crn:13129,1253
HIST 3375,crn:9487,1253
HIST 3400,crn:9418,1253
HIST 3419,crn:6741,1253
HIST 3420,crn:9416,1253
HIST 3440,crn:9419,1253
HIST 3510,crn:9409,1253
HIST 3516,crn:9413,1253
HIST 3520,crn:14008,1253
HIST 3531,crn:12505,1253
HIST 3540E,crn:12288,1253
HIST 3545,crn:11948,1253
HIST 3559,crn:9452,1253
HIST 3562,crn:9406,1253
HIST 3563,crn:9410,1253
HIST 3564,crn:12103,1253
HIST 3565,crn:9489,1253
HIST 3568,crn:9683,1253
HIST 3569,crn:9451,1253
HIST 3619W,crn:9454,1253
HIST 3620,crn:12960,1253
HIST 3635,crn:9894,1253
HIST 3674,crn:13010,1253
HIST 3705,crn:9402,1253
HIST 3710,crn:13916,1253
HIST 3809,crn:9420,1253
HIST 3845,crn:9448,1253
HIST 3991,crn:9401,1253
HIST 4989,crn:14816,1253
HIST 4994W,crn:12108,1253
HIST 4994W,crn:9423,1253
HIST 4994W,crn:13272,1253
HIST 4994W,crn:9422,1253
HIST 4997W,crn:13930,1253
HIST 4999,crn:14815,1253
HRTS 1007,crn:2615,1253
HRTS 2200,crn:9713,1253
HRTS 2263,crn:9826,1253
HRTS 2300E,crn:11088,1253
HRTS 2530,crn:13001,1253
HRTS 2800,crn:9703,1253
HRTS 2996,crn:14205,1253
HRTS 3042,crn:14006,1253
HRTS 3050,crn:9710,1253
HRTS 3055,crn:9711,1253
HRTS 3139,crn:13226,1253
HRTS 3149W,crn:9709,1253
HRTS 3207,crn:9705,1253
HRTS 3209,crn:9879,1253
HRTS 3219W,crn:14266,1253
HRTS 3252,crn:9172,1253
HRTS 3254,crn:9175,1253
HRTS 3298,crn:9917,1253
HRTS 3298,crn:9706,1253
HRTS 3460,crn:9715,1253
HRTS 3475,crn:9708,1253
HRTS 3540,crn:9712,1253
HRTS 3540,crn:13276,1253
HRTS 3563,crn:9411,1253
HRTS 3641,crn:8959,1253
HRTS 3807,crn:9854,1253
HRTS 4291,crn:9707,1253
ILCS 1002,crn:6581,1253
ILCS 1004,crn:6585,1253
ILCS 1149,crn:6587,1253
ILCS 1160,crn:6684,1253
ILCS 1168,crn:6731,1253
ILCS 1170,crn:6699,1253
ILCS 3240,crn:14037,1253
ILCS 3248W,crn:6737,1253
ILCS 3260W,crn:6589,1253
ILCS 3291,crn:14124,1253
ILCS 3295,crn:6593,1253
ILCS 3299,crn:6594,1253
INTD 3584,crn:12727,1253
INTD 3590,crn:12726,1253
INTD 3594,crn:12728,1253
INTD 3594W,crn:14466,1253
INTD 3999,crn:13185,1253
JAPN 1102,crn:9529,1253
JAPN 1104,crn:9531,1253
JOUR 1002,crn:11419,1253
JOUR 1095,crn:11455,1253
JOUR 2000W,crn:11420,1253
JOUR 2001W,crn:11424,1253
JOUR 2010,crn:11450,1253
JOUR 2065,crn:11452,1253
JOUR 2111,crn:11447,1253
JOUR 2575,crn:11458,1253
JOUR 3002,crn:11425,1253
JOUR 3012W,crn:11426,1253
JOUR 3015,crn:11456,1253
JOUR 3020,crn:11427,1253
JOUR 3030,crn:11441,1253
JOUR 3030,crn:12922,1253
JOUR 3031,crn:11428,1253
JOUR 3035,crn:11454,1253
JOUR 3040,crn:11442,1253
JOUR 3042,crn:11457,1253
JOUR 3046E,crn:11445,1253
JOUR 3087,crn:11444,1253
JOUR 3093,crn:11429,1253
JOUR 3097,crn:11443,1253
JOUR 3111,crn:11446,1253
JOUR 4016,crn:12732,1253
JOUR 4065,crn:11451,1253
JOUR 4091,crn:11430,1253
JOUR 4099,crn:11432,1253
JOUR 4111,crn:11448,1253
KINS 1100,crn:3007,1253
KINS 1160,crn:11854,1253
KINS 1200,crn:11831,1253
KINS 1300,crn:11833,1253
KINS 3091,crn:11685,1253
KINS 3098,crn:11737,1253
KINS 3098,crn:12959,1253
KINS 3099,crn:11740,1253
KINS 3099W,crn:11781,1253
KINS 3212,crn:11820,1253
KINS 3320,crn:11791,1253
KINS 3530,crn:11778,1253
KINS 3531W,crn:11830,1253
KINS 3550,crn:11832,1253
KINS 3610,crn:11689,1253
KINS 3615,crn:11706,1253
KINS 3697W,crn:11722,1253
KINS 4205W,crn:11821,1253
KINS 4510,crn:11684,1253
KINS 4511W,crn:13306,1253
KORE 1102,crn:6670,1253
KORE 1104,crn:6674,1253
LAND 2120,crn:8980,1253
LAND 2220,crn:8987,1253
LAND 2410,crn:8981,1253
LAND 3230WE,crn:8995,1253
LAND 3311,crn:9041,1253
LAND 3430,crn:8983,1253
LAND 3981,crn:9074,1253
LAND 3996,crn:9066,1253
LAND 3999,crn:9070,1253
LAND 4294,crn:8997,1253
LAND 4450,crn:8985,1253
LING 1010,crn:9490,1253
LING 1030,crn:9559,1253
LING 2010Q,crn:9555,1253
LING 3000Q,crn:9581,1253
LING 3410Q,crn:9575,1253
LING 3610W,crn:9517,1253
LING 3789,crn:9570,1253
LING 3799,crn:13998,1253
LING 3800,crn:9580,1253
LLAS 1000,crn:9929,1253
LLAS 1009,crn:6704,1253
LLAS 1190,crn:9896,1253
LLAS 1190W,crn:9910,1253
LLAS 2001,crn:9921,1253
LLAS 2011W,crn:9925,1253
LLAS 2012,crn:9924,1253
LLAS 3021,crn:14283,1253
LLAS 3107,crn:13155,1253
LLAS 3210,crn:9914,1253
LLAS 3220,crn:13196,1253
LLAS 3230,crn:9915,1253
LLAS 3265,crn:6655,1253
LLAS 3320,crn:9893,1253
LLAS 3321,crn:8162,1253
LLAS 3525,crn:9927,1253
LLAS 3619W,crn:13197,1253
LLAS 3635,crn:9895,1253
LLAS 3998,crn:6715,1253
LLAS 3998,crn:9923,1253
LLAS 3998,crn:13023,1253
LLAS 3998,crn:9922,1253
LLAS 3999,crn:13899,1253
LLAS 4212,crn:14806,1253
LLAS 4994W,crn:14235,1253
MARN 1002E,crn:8193,1253
MARN 1003E,crn:8208,1253
MARN 1004,crn:8211,1253
MARN 2801WE,crn:8194,1253
MARN 3000E,crn:8213,1253
MARN 3002,crn:8219,1253
MARN 3812,crn:8221,1253
MARN 3899,crn:14401,1253
MARN 3995,crn:8215,1253
MARN 3996,crn:14752,1253
MARN 4002,crn:8197,1253
MARN 4010,crn:8198,1253
MARN 4019,crn:8226,1253
MARN 4050,crn:8200,1253
MARN 4066,crn:8216,1253
MARN 4210Q,crn:8223,1253
MARN 4891,crn:14284,1253
MARN 4897W,crn:14758,1253
MAST 1200,crn:2760,1253
MAST 3532,crn:11931,1253
MAST 3545,crn:11949,1253
MAST 3600,crn:12672,1253
MAST 4994W,crn:11911,1253
MATH 1011Q,crn:12514,1253
MATH 1020Q,crn:6748,1253
MATH 1030Q,crn:6758,1253
MATH 1060Q,crn:6783,1253
MATH 1070Q,crn:6760,1253
MATH 1071Q,crn:6768,1253
MATH 1131Q,crn:6788,1253
MATH 1132Q,crn:6807,1253
MATH 2011Q,crn:6903,1253
MATH 2110Q,crn:6845,1253
MATH 2210Q,crn:6884,1253
MATH 2360Q,crn:6883,1253
MATH 2410Q,crn:6861,1253
MATH 2620,crn:6914,1253
MATH 2705W,crn:6952,1253
MATH 2710,crn:6877,1253
MATH 3146,crn:6904,1253
MATH 3150,crn:6909,1253
MATH 3151,crn:6910,1253
MATH 3160,crn:6897,1253
MATH 3170,crn:6932,1253
MATH 3180,crn:6956,1253
MATH 3210,crn:6880,1253
MATH 3230,crn:6881,1253
MATH 3231,crn:6882,1253
MATH 3240,crn:6906,1253
MATH 3250,crn:6939,1253
MATH 3265,crn:6942,1253
MATH 3410,crn:6907,1253
MATH 3435,crn:6911,1253
MATH 3511,crn:6912,1253
MATH 3550,crn:6940,1253
MATH 3615,crn:6937,1253
MATH 3620,crn:6944,1253
MATH 3630,crn:6915,1253
MATH 3631,crn:6916,1253
MATH 3636,crn:6946,1253
MATH 3637,crn:6950,1253
MATH 3639,crn:6947,1253
MATH 3640,crn:6948,1253
MATH 3641,crn:6949,1253
MATH 3650,crn:6917,1253
MATH 3660,crn:6938,1253
MATH 3670W,crn:6936,1253
MATH 3710,crn:6844,1253
MATH 3790,crn:14007,1253
MATH 3796W,crn:13136,1253
MATH 3799,crn:13137,1253
MATH 3899,crn:13872,1253
MCB 1201,crn:5224,1253
MCB 2000,crn:4891,1253
MCB 2210,crn:4927,1253
MCB 2225,crn:5209,1253
MCB 2400,crn:4929,1253
MCB 2410,crn:4878,1253
MCB 2610,crn:4945,1253
MCB 3004,crn:4926,1253
MCB 3022W,crn:5110,1253
MCB 3100,crn:5206,1253
MCB 3189,crn:5213,1253
MCB 3201,crn:4889,1253
MCB 3211,crn:5211,1253
MCB 3219,crn:4939,1253
MCB 3246,crn:4964,1253
MCB 3400,crn:5226,1253
MCB 3412,crn:4928,1253
MCB 3413,crn:5214,1253
MCB 3417,crn:5231,1253
MCB 3841W,crn:4963,1253
MCB 3841W,crn:4962,1253
MCB 3843W,crn:5225,1253
MCB 3844W,crn:5229,1253
MCB 3849W,crn:5228,1253
MCB 3895,crn:5000,1253
MCB 3899,crn:5001,1253
MCB 3899,crn:5025,1253
MCB 3899,crn:5024,1253
MCB 4008,crn:4941,1253
MCB 4009,crn:4942,1253
MCB 4624,crn:4943,1253
MCB 4896,crn:5111,1253
MCB 4897W,crn:5177,1253
MCB 4996,crn:5145,1253
MCB 4997W,crn:4966,1253
ME 2120,crn:10667,1253
ME 2233,crn:10676,1253
ME 2234,crn:10678,1253
ME 3161,crn:7889,1253
ME 3163,crn:13146,1253
ME 3220,crn:10670,1253
ME 3221,crn:10673,1253
ME 3227,crn:10674,1253
ME 3242,crn:10681,1253
ME 3253,crn:10685,1253
ME 3255,crn:10686,1253
ME 3256W,crn:10733,1253
ME 3264,crn:10714,1253
ME 3276,crn:10728,1253
ME 3295,crn:10690,1253
ME 3295,crn:10692,1253
ME 3295,crn:10688,1253
ME 3295,crn:10695,1253
ME 3295,crn:13025,1253
ME 3295,crn:10689,1253
ME 3295,crn:10693,1253
ME 3295,crn:10694,1253
ME 3295,crn:10687,1253
ME 3295,crn:13024,1253
ME 3296,crn:14253,1253
ME 3299,crn:14199,1253
ME 3396,crn:14873,1253
ME 4973W,crn:10711,1253
MEM 1151,crn:11557,1253
MEM 2211,crn:11558,1253
MEM 2213,crn:11576,1253
MEM 3221,crn:11559,1253
MEM 3231,crn:11560,1253
MEM 3281,crn:11561,1253
MEM 3295,crn:8716,1253
MEM 3295,crn:7887,1253
MEM 3295,crn:11575,1253
MEM 3299,crn:11562,1253
MEM 4296,crn:11574,1253
MEM 4972W,crn:11578,1253
MENT 2234,crn:9668,1253
MENT 3101,crn:9606,1253
MENT 3225,crn:9585,1253
MENT 3234,crn:9589,1253
MENT 3235,crn:9629,1253
MENT 3236,crn:9660,1253
MENT 3238,crn:9664,1253
MENT 3239,crn:9631,1253
MENT 3501,crn:9667,1253
MENT 3741,crn:9671,1253
MENT 3742,crn:9674,1253
MENT 4741,crn:9678,1253
MENT 4742,crn:14430,1253
MENT 4895,crn:14278,1253
MENT 4895,crn:12889,1253
MENT 4895,crn:9633,1253
MENT 4899,crn:9634,1253
MENT 4900,crn:9591,1253
MENT 4902,crn:9647,1253
MENT 4997,crn:9656,1253
MGRK 1102,crn:6603,1253
MGRK 1104,crn:6604,1253
MGRK 3295,crn:6605,1253
MGRK 3299,crn:6606,1253
MISI 1102,crn:11990,1253
MISI 2202,crn:11992,1253
MISI 3302,crn:11994,1253
MISI 4402,crn:11996,1253
MKTG 2237,crn:9180,1253
MKTG 3101,crn:9096,1253
MKTG 3208,crn:9126,1253
MKTG 3252,crn:9171,1253
MKTG 3254,crn:9174,1253
MKTG 3255,crn:9186,1253
MKTG 3258,crn:9188,1253
MKTG 3260,crn:9141,1253
MKTG 3452,crn:9131,1253
MKTG 3454,crn:9149,1253
MKTG 3661,crn:9151,1253
MKTG 3665,crn:9133,1253
MKTG 3757,crn:9162,1253
MKTG 4362,crn:9146,1253
MLSC 3301,crn:13194,1253
MLSC 3333,crn:13187,1253
MLSC 4099,crn:13190,1253
MLSC 4302,crn:13186,1253
MLSC 4312,crn:13188,1253
MLSC 4322,crn:13192,1253
MLSC 4342,crn:13191,1253
MLSC 4352,crn:13189,1253
MLSC 4372,crn:13193,1253
MLSC 4500,crn:13195,1253
MSE 2002,crn:11247,1253
MSE 2053,crn:11250,1253
MSE 2101,crn:11255,1253
MSE 3002,crn:11248,1253
MSE 3004,crn:11249,1253
MSE 3056,crn:11254,1253
MSE 3156,crn:11245,1253
MSE 3700,crn:8708,1253
MSE 4034,crn:11256,1253
MSE 4038,crn:11246,1253
MSE 4040,crn:11289,1253
MSE 4095,crn:11259,1253
MSE 4095,crn:11257,1253
MSE 4097,crn:11260,1253
MSE 4902W,crn:11285,1253
MSE 4996,crn:11293,1253
MUSI 1001,crn:2624,1253
MUSI 1003,crn:6508,1253
MUSI 1004,crn:12146,1253
MUSI 1006,crn:13842,1253
MUSI 1011,crn:2928,1253
MUSI 1012,crn:6400,1253
MUSI 1101,crn:6302,1253
MUSI 1109,crn:6303,1253
MUSI 1110,crn:6306,1253
MUSI 1110,crn:6305,1253
MUSI 1110,crn:6304,1253
MUSI 1111,crn:6313,1253
MUSI 1111,crn:6319,1253
MUSI 1111,crn:6310,1253
MUSI 1111,crn:6320,1253
MUSI 1111,crn:6314,1253
MUSI 1111,crn:6316,1253
MUSI 1111,crn:6309,1253
MUSI 1111,crn:6315,1253
MUSI 1111,crn:6312,1253
MUSI 1111,crn:6318,1253
MUSI 1111,crn:6308,1253
MUSI 1111,crn:6311,1253
MUSI 1111,crn:6307,1253
MUSI 1111,crn:6317,1253
MUSI 1112,crn:6322,1253
MUSI 1113,crn:6323,1253
MUSI 1114,crn:6331,1253
MUSI 1115,crn:6332,1253
MUSI 1115,crn:6333,1253
MUSI 1116,crn:14373,1253
MUSI 1116,crn:6334,1253
MUSI 1116,crn:6335,1253
MUSI 1118,crn:6407,1253
MUSI 1119,crn:6409,1253
MUSI 1119,crn:6410,1253
MUSI 1119,crn:6408,1253
MUSI 1120,crn:6520,1253
MUSI 1221,crn:6337,1253
MUSI 1221,crn:6339,1253
MUSI 1221,crn:6340,1253
MUSI 1221,crn:6341,1253
MUSI 1221,crn:6342,1253
MUSI 1221,crn:6350,1253
MUSI 1221,crn:6338,1253
MUSI 1221,crn:6336,1253
MUSI 1221,crn:6344,1253
MUSI 1221,crn:6349,1253
MUSI 1221,crn:6345,1253
MUSI 1221,crn:6347,1253
MUSI 1221,crn:6348,1253
MUSI 1222,crn:6353,1253
MUSI 1222,crn:6354,1253
MUSI 1222,crn:6355,1253
MUSI 1222,crn:6356,1253
MUSI 1222,crn:6357,1253
MUSI 1222,crn:6358,1253
MUSI 1222,crn:6359,1253
MUSI 1222,crn:6360,1253
MUSI 1222,crn:6380,1253
MUSI 1222,crn:6361,1253
MUSI 1222,crn:6375,1253
MUSI 1222,crn:13897,1253
MUSI 1222,crn:14371,1253
MUSI 1222,crn:6362,1253
MUSI 1222,crn:6363,1253
MUSI 1222,crn:6364,1253
MUSI 1222,crn:6365,1253
MUSI 1222,crn:6366,1253
MUSI 1222,crn:6367,1253
MUSI 1222,crn:6368,1253
MUSI 1222,crn:6369,1253
MUSI 1222,crn:6370,1253
MUSI 1222,crn:6371,1253
MUSI 1222,crn:6372,1253
MUSI 1222,crn:6373,1253
MUSI 1231,crn:6381,1253
MUSI 1231,crn:6385,1253
MUSI 1241,crn:6389,1253
MUSI 1252,crn:6395,1253
MUSI 1312,crn:6504,1253
MUSI 1314,crn:6398,1253
MUSI 1501,crn:6390,1253
MUSI 1501,crn:6391,1253
MUSI 1501,crn:6392,1253
MUSI 1501,crn:6393,1253
MUSI 1501,crn:6394,1253
MUSI 1995,crn:14003,1253
MUSI 2254,crn:6396,1253
MUSI 3222,crn:6411,1253
MUSI 3222,crn:6412,1253
MUSI 3222,crn:6414,1253
MUSI 3222,crn:6415,1253
MUSI 3222,crn:6416,1253
MUSI 3222,crn:6413,1253
MUSI 3222,crn:6417,1253
MUSI 3222,crn:6418,1253
MUSI 3222,crn:6419,1253
MUSI 3222,crn:6420,1253
MUSI 3222,crn:6421,1253
MUSI 3222,crn:6422,1253
MUSI 3222,crn:6423,1253
MUSI 3222,crn:6424,1253
MUSI 3222,crn:6425,1253
MUSI 3222,crn:6426,1253
MUSI 3222,crn:6427,1253
MUSI 3222,crn:6428,1253
MUSI 3222,crn:6429,1253
MUSI 3222,crn:6430,1253
MUSI 3222,crn:6431,1253
MUSI 3222,crn:6432,1253
MUSI 3231,crn:6447,1253
MUSI 3233,crn:6521,1253
MUSI 3234,crn:13907,1253
MUSI 3312,crn:6506,1253
MUSI 3314,crn:6442,1253
MUSI 3322W,crn:6445,1253
MUSI 3332,crn:6444,1253
MUSI 3341,crn:13882,1253
MUSI 3342,crn:6517,1253
MUSI 3405,crn:6518,1253
MUSI 3407W,crn:6519,1253
MUSI 3410W,crn:6406,1253
MUSI 3632,crn:6441,1253
MUSI 3722,crn:6438,1253
MUSI 3982,crn:6401,1253
MUSI 3982,crn:6403,1253
MUSI 3982,crn:6405,1253
MUSI 3982,crn:6402,1253
MUSI 3982,crn:6404,1253
MUSI 4333,crn:14351,1253
MUSI 4339,crn:6516,1253
MUSI 4732,crn:6439,1253
MUSI 4733,crn:6440,1253
MUSI 4979,crn:6448,1253
MUSI 4995,crn:14032,1253
MUSI 4999,crn:6449,1253
NRE 1000E,crn:8495,1253
NRE 1235E,crn:8550,1253
NRE 1250,crn:8618,1253
NRE 2000,crn:8557,1253
NRE 2550,crn:8617,1253
NRE 2600E,crn:8600,1253
NRE 3105,crn:8497,1253
NRE 3115,crn:8498,1253
NRE 3150,crn:8612,1253
NRE 3201,crn:8588,1253
NRE 3305,crn:8556,1253
NRE 3335,crn:8555,1253
NRE 3500,crn:8591,1253
NRE 3690,crn:8504,1253
NRE 3699,crn:8517,1253
NRE 4000W,crn:8499,1253
NRE 4094,crn:8516,1253
NRE 4180,crn:8615,1253
NRE 4340,crn:8593,1253
NRE 4370,crn:8594,1253
NRE 4425,crn:8604,1253
NRE 4696,crn:8561,1253
NRE 4697W,crn:8577,1253
NURS 1131,crn:7717,1253
NURS 1175W,crn:7639,1253
NURS 2175,crn:7666,1253
NURS 3110,crn:7637,1253
NURS 3120,crn:7588,1253
NURS 3225,crn:7599,1253
NURS 3334,crn:7690,1253
NURS 3444,crn:7694,1253
NURS 3554,crn:7692,1253
NURS 3664,crn:7688,1253
NURS 4250E,crn:7716,1253
NURS 4282,crn:7711,1253
NURS 4299,crn:7601,1253
NURS 4300,crn:7710,1253
NURS 4304,crn:7696,1253
NURS 4597W,crn:7667,1253
NUSC 1161,crn:10785,1253
NUSC 1165,crn:10735,1253
NUSC 1167,crn:10738,1253
NUSC 1645,crn:10734,1253
NUSC 2200,crn:10739,1253
NUSC 3180,crn:10742,1253
NUSC 3230,crn:11616,1253
NUSC 3250,crn:10779,1253
NUSC 3271,crn:10783,1253
NUSC 3272,crn:10784,1253
NUSC 3291,crn:10788,1253
NUSC 3350,crn:10791,1253
NUSC 3782,crn:10741,1253
NUSC 4236,crn:10740,1253
NUSC 4237W,crn:10780,1253
NUSC 4270,crn:10793,1253
NUSC 4297W,crn:10743,1253
NUSC 4299,crn:10747,1253
OPIM 3103,crn:10444,1253
OPIM 3104,crn:10461,1253
OPIM 3203,crn:10494,1253
OPIM 3204,crn:10478,1253
OPIM 3207,crn:10490,1253
