Course_Code,CRN,Source_DB
OPIM 3211,crn:10475,1253
OPIM 3301,crn:10492,1253
OPIM 3302,crn:10509,1253
OPIM 3401,crn:10476,1253
OPIM 3402,crn:10495,1253
OPIM 3505,crn:10439,1253
OPIM 3510,crn:10497,1253
OPIM 3511,crn:10500,1253
OPIM 3512,crn:10503,1253
OPIM 3601,crn:10515,1253
OPIM 3602,crn:10517,1253
OPIM 3603,crn:10488,1253
OPIM 3701,crn:10440,1253
OPIM 3702,crn:10511,1253
OPIM 3806,crn:10512,1253
OPIM 4895,crn:10480,1253
OPIM 4899,crn:10481,1253
OPIM 4996,crn:10506,1253
OPIM 4997,crn:10485,1253
PATH 1100E,crn:11143,1253
PATH 1202,crn:11130,1253
PATH 2301,crn:11092,1253
PATH 2720,crn:11139,1253
PATH 3094W,crn:11093,1253
PATH 3095,crn:12977,1253
PATH 3099,crn:11094,1253
PATH 3401,crn:11135,1253
PATH 3501,crn:11121,1253
PATH 3700,crn:11128,1253
PATH 3820,crn:11136,1253
PATH 4000,crn:11129,1253
PATH 4197W,crn:12906,1253
PHAR 3097W,crn:3617,1253
PHAR 3099,crn:3654,1253
PHIL 1101,crn:10519,1253
PHIL 1102,crn:10521,1253
PHIL 1104,crn:10522,1253
PHIL 1107,crn:12881,1253
PHIL 1108E,crn:10577,1253
PHIL 1109,crn:12961,1253
PHIL 1165W,crn:10558,1253
PHIL 1175,crn:13230,1253
PHIL 2208,crn:10575,1253
PHIL 2211Q,crn:10559,1253
PHIL 2215,crn:10557,1253
PHIL 2215W,crn:13131,1253
PHIL 2217,crn:10561,1253
PHIL 2221,crn:10563,1253
PHIL 2222,crn:10564,1253
PHIL 2410,crn:10576,1253
PHIL 3212E,crn:10591,1253
PHIL 3214,crn:10560,1253
PHIL 3218,crn:10562,1253
PHIL 3219W,crn:14247,1253
PHIL 3228,crn:10565,1253
PHIL 3250W,crn:10574,1253
PHIL 3298,crn:10566,1253
PHIL 4297W,crn:14134,1253
PHRX 3001,crn:3835,1253
PHRX 3003,crn:3837,1253
PHRX 3007,crn:3839,1253
PHRX 3031,crn:3840,1253
PHRX 3032,crn:3844,1253
PHRX 3040,crn:3849,1253
PHRX 3057,crn:4335,1253
PHRX 3058,crn:4337,1253
PHRX 3061,crn:14010,1253
PHRX 3065,crn:4360,1253
PHRX 3095,crn:4336,1253
PHRX 3097W,crn:3632,1253
PHRX 3099,crn:3723,1253
PHRX 4000,crn:3838,1253
PHRX 4001W,crn:4168,1253
PHRX 4001W,crn:4169,1253
PHRX 4001W,crn:4170,1253
PHRX 4042,crn:3850,1253
PHRX 4043,crn:3851,1253
PHRX 4044,crn:3852,1253
PHRX 4054,crn:4172,1253
PHRX 4059,crn:4350,1253
PHRX 4060,crn:4355,1253
PHRX 4062,crn:4370,1253
PHRX 4065,crn:4365,1253
PHRX 5043,crn:13315,1253
PHRX 5044,crn:13313,1253
PHRX 5045,crn:13320,1253
PHRX 5048,crn:13321,1253
PHRX 5052,crn:13322,1253
PHRX 5065,crn:13314,1253
PHRX 5070,crn:13445,1253
PHRX 5100,crn:13323,1253
PHRX 5101,crn:13324,1253
PHRX 5102,crn:3878,1253
PHRX 5103,crn:13326,1253
PHRX 5104,crn:13327,1253
PHRX 5105,crn:13328,1253
PHRX 5106,crn:13338,1253
PHRX 5107,crn:13828,1253
PHRX 5108,crn:13340,1253
PHRX 5109,crn:13341,1253
PHRX 5110,crn:13352,1253
PHRX 5111,crn:13370,1253
PHRX 5114,crn:13383,1253
PHRX 5115,crn:13384,1253
PHRX 5116,crn:13385,1253
PHRX 5117,crn:13386,1253
PHRX 5118,crn:13387,1253
PHRX 5119,crn:13388,1253
PHRX 5122,crn:13353,1253
PHRX 5123,crn:13395,1253
PHRX 5124,crn:13396,1253
PHRX 5125,crn:13397,1253
PHRX 5126,crn:13398,1253
PHRX 5128,crn:13371,1253
PHRX 5133,crn:13400,1253
PHRX 5135,crn:13401,1253
PHRX 5136,crn:13405,1253
PHRX 5137,crn:13406,1253
PHRX 5138,crn:13407,1253
PHRX 5139,crn:13408,1253
PHRX 5140,crn:13410,1253
PHRX 5141,crn:13418,1253
PHRX 5143,crn:13419,1253
PHRX 5146,crn:13372,1253
PHRX 5147,crn:13420,1253
PHRX 5149,crn:13421,1253
PHRX 5150,crn:13422,1253
PHRX 5152,crn:13424,1253
PHRX 5153,crn:13428,1253
PHRX 5154,crn:13429,1253
PHRX 5155,crn:13430,1253
PHRX 5157,crn:13431,1253
PHRX 5161,crn:13432,1253
PHRX 5164,crn:13433,1253
PHRX 5165,crn:13434,1253
PHRX 5166,crn:13435,1253
PHRX 5167,crn:13484,1253
PHRX 5169,crn:13423,1253
PHRX 5170,crn:13409,1253
PHRX 5171,crn:14503,1253
PHRX 5172,crn:4351,1253
PHRX 5173,crn:13399,1253
PHRX 5175,crn:4377,1253
PHRX 5195,crn:14500,1253
PHRX 5199,crn:13325,1253
PHRX 5265,crn:13813,1253
PHYS 1010Q,crn:5516,1253
PHYS 1025Q,crn:5592,1253
PHYS 1030Q,crn:11878,1253
PHYS 1040QE,crn:5789,1253
PHYS 1201Q,crn:5543,1253
PHYS 1202Q,crn:5547,1253
PHYS 1230,crn:5568,1253
PHYS 1401Q,crn:5569,1253
PHYS 1402Q,crn:5572,1253
PHYS 1501Q,crn:5577,1253
PHYS 1502Q,crn:5584,1253
PHYS 1601Q,crn:5576,1253
PHYS 1601Q,crn:5575,1253
PHYS 2300,crn:5599,1253
PHYS 2400,crn:5786,1253
PHYS 2501W,crn:5605,1253
PHYS 2702,crn:5787,1253
PHYS 3101,crn:5601,1253
PHYS 3150,crn:5602,1253
PHYS 3201,crn:5791,1253
PHYS 3202,crn:5604,1253
PHYS 3300,crn:5610,1253
PHYS 3401,crn:5608,1253
PHYS 3402,crn:5609,1253
PHYS 3989,crn:5718,1253
PHYS 4095,crn:5613,1253
PHYS 4096W,crn:5754,1253
PHYS 4099,crn:5614,1253
PHYS 4140,crn:5612,1253
PHYS 4710,crn:5788,1253
PNB 1195,crn:14114,1253
PNB 2201,crn:5511,1253
PNB 2250,crn:5234,1253
PNB 2265,crn:5236,1253
PNB 2774,crn:5475,1253
PNB 2775,crn:5479,1253
PNB 2776,crn:13911,1253
PNB 3120W,crn:5369,1253
PNB 3179,crn:5510,1253
PNB 3180,crn:5362,1253
PNB 3251,crn:5235,1253
PNB 3253W,crn:5474,1253
PNB 3255,crn:5375,1253
PNB 3260,crn:5363,1253
PNB 3264W,crn:5365,1253
PNB 3265,crn:5368,1253
PNB 3275,crn:5364,1253
PNB 3278,crn:5361,1253
PNB 3295,crn:13127,1253
PNB 3296,crn:5428,1253
PNB 3299,crn:5315,1253
PNB 3700,crn:5373,1253
PNB 4296,crn:5380,1253
PNB 4297W,crn:5266,1253
POLS 1002,crn:9843,1253
POLS 1202,crn:9845,1253
POLS 1207,crn:12768,1253
POLS 1402,crn:9846,1253
POLS 1602,crn:9847,1253
POLS 1996,crn:14828,1253
POLS 2023,crn:13206,1253
POLS 2072Q,crn:9857,1253
POLS 2073Q,crn:9886,1253
POLS 2221,crn:9891,1253
POLS 2429,crn:12667,1253
POLS 2450,crn:9888,1253
POLS 2602W,crn:12369,1253
POLS 2622,crn:9855,1253
POLS 2807,crn:9889,1253
POLS 2996,crn:14025,1253
POLS 2998,crn:9860,1253
POLS 2998,crn:14187,1253
POLS 2998,crn:12980,1253
POLS 2998,crn:12979,1253
POLS 2998,crn:12981,1253
POLS 2998W,crn:9862,1253
POLS 2998W,crn:13200,1253
POLS 2998W,crn:9861,1253
POLS 3012,crn:9848,1253
POLS 3017,crn:9876,1253
POLS 3025,crn:9890,1253
POLS 3042,crn:12169,1253
POLS 3202,crn:9869,1253
POLS 3209,crn:9878,1253
POLS 3245,crn:9849,1253
POLS 3410,crn:12170,1253
POLS 3418W,crn:9872,1253
POLS 3434W,crn:9882,1253
POLS 3464W,crn:9873,1253
POLS 3610W,crn:9880,1253
POLS 3612,crn:9850,1253
POLS 3617,crn:9871,1253
POLS 3628,crn:12892,1253
POLS 3652,crn:9870,1253
POLS 3662,crn:12265,1253
POLS 3710,crn:12903,1253
POLS 3802,crn:9851,1253
POLS 3807,crn:9853,1253
POLS 3817,crn:9868,1253
POLS 3827,crn:9852,1253
POLS 3842,crn:13135,1253
POLS 3991,crn:12890,1253
POLS 3991,crn:12888,1253
POLS 3999,crn:13279,1253
POLS 4894,crn:9887,1253
POLS 4997W,crn:9856,1253
PP 1001,crn:10955,1253
PP 3020W,crn:10959,1253
PP 3032,crn:14123,1253
PP 3033,crn:10963,1253
PP 3098,crn:10952,1253
PP 3098,crn:10951,1253
PP 3098,crn:13219,1253
PP 3098,crn:13199,1253
PP 3098,crn:10953,1253
PP 3098,crn:13220,1253
PP 3098,crn:10954,1253
PP 4346,crn:10970,1253
PSYC 1100,crn:4382,1253
PSYC 1101,crn:4416,1253
PSYC 1103,crn:4418,1253
PSYC 2100WQ,crn:4820,1253
PSYC 2101,crn:4836,1253
PSYC 2200,crn:4441,1253
PSYC 2201,crn:4442,1253
PSYC 2208,crn:13045,1253
PSYC 2209,crn:4873,1253
PSYC 2300,crn:4436,1253
PSYC 2301,crn:13134,1253
PSYC 2400,crn:4430,1253
PSYC 2500,crn:12774,1253
PSYC 2501,crn:12931,1253
PSYC 2600,crn:4446,1253
PSYC 2700,crn:4434,1253
PSYC 3100,crn:12469,1253
PSYC 3101,crn:12778,1253
PSYC 3102,crn:12187,1253
PSYC 3104E,crn:12777,1253
PSYC 3105,crn:12510,1253
PSYC 3106,crn:9681,1253
PSYC 3107,crn:13154,1253
PSYC 3201,crn:12664,1253
PSYC 3251,crn:4444,1253
PSYC 3252,crn:4837,1253
PSYC 3253,crn:4855,1253
PSYC 3300,crn:12467,1253
PSYC 3301,crn:12928,1253
PSYC 3450W,crn:4429,1253
PSYC 3470,crn:4433,1253
PSYC 3470,crn:4432,1253
PSYC 3500,crn:4428,1253
PSYC 3501,crn:4439,1253
PSYC 3502,crn:12661,1253
PSYC 3503,crn:4443,1253
PSYC 3504,crn:12927,1253
PSYC 3600,crn:4817,1253
PSYC 3701W,crn:4876,1253
PSYC 3770,crn:4435,1253
PSYC 3880,crn:4447,1253
PSYC 3884,crn:4451,1253
PSYC 3884,crn:12662,1253
PSYC 3889,crn:4529,1253
PSYC 3889,crn:4577,1253
PSYC 3889,crn:4537,1253
PSYC 3889,crn:4581,1253
PSYC 3889,crn:4540,1253
PSYC 3889,crn:4555,1253
PSYC 3889,crn:4531,1253
PSYC 3889,crn:4579,1253
PSYC 3889,crn:4530,1253
PSYC 3889,crn:4589,1253
PSYC 3889,crn:4562,1253
PSYC 3899,crn:4608,1253
PSYC 4197W,crn:4452,1253
PUBH 3001,crn:3601,1253
SLHS 1150,crn:9315,1253
SLHS 1150W,crn:9388,1253
SLHS 2156Q,crn:9377,1253
SLHS 2203,crn:9375,1253
SLHS 2204,crn:9376,1253
SLHS 3247,crn:9294,1253
SLHS 3248,crn:9295,1253
SLHS 3295,crn:9328,1253
SLHS 3299,crn:9329,1253
SLHS 4245,crn:9373,1253
SLHS 4249,crn:9296,1253
SLHS 4249W,crn:9369,1253
SLHS 4251,crn:9297,1253
SLHS 4254,crn:9374,1253
SLHS 4254W,crn:9378,1253
SLHS 4296W,crn:9317,1253
SOCI 1001,crn:9719,1253
SOCI 1001W,crn:9759,1253
SOCI 1251,crn:9728,1253
SOCI 1251,crn:9733,1253
SOCI 1251W,crn:9736,1253
SOCI 1501,crn:9738,1253
SOCI 1501W,crn:9741,1253
SOCI 2240W,crn:9774,1253
SOCI 2271,crn:12856,1253
SOCI 2275,crn:9771,1253
SOCI 2280,crn:9746,1253
SOCI 2301,crn:9740,1253
SOCI 2310,crn:9772,1253
SOCI 2411,crn:12212,1253
SOCI 2510,crn:9744,1253
SOCI 2530,crn:12797,1253
SOCI 2651,crn:9748,1253
SOCI 2651W,crn:9761,1253
SOCI 2655W,crn:12877,1253
SOCI 2660,crn:9747,1253
SOCI 2670,crn:12211,1253
SOCI 2680W,crn:11909,1253
SOCI 2701E,crn:9770,1253
SOCI 2800,crn:9702,1253
SOCI 2901,crn:12478,1253
SOCI 2996,crn:13903,1253
SOCI 3201,crn:9743,1253
SOCI 3211Q,crn:9762,1253
SOCI 3251,crn:9753,1253
SOCI 3251W,crn:9754,1253
SOCI 3425,crn:12213,1253
SOCI 3453W,crn:12298,1253
SOCI 3525,crn:9928,1253
SOCI 3601,crn:13929,1253
SOCI 3823W,crn:12378,1253
SOCI 3990,crn:9768,1253
SOCI 3991,crn:9766,1253
SOCI 3991W,crn:9767,1253
SOCI 3996W,crn:13904,1253
SOCI 3999,crn:13901,1253
SOWK 2995,crn:9718,1253
SOWK 3101,crn:7165,1253
SOWK 3201,crn:7166,1253
SOWK 3350,crn:7167,1253
SOWK 3503,crn:7168,1253
SOWK 3701,crn:7169,1253
SOWK 3801,crn:7173,1253
SPAN 1001,crn:6607,1253
SPAN 1002,crn:6617,1253
SPAN 1003,crn:6627,1253
SPAN 1004,crn:6635,1253
SPAN 1007,crn:6643,1253
SPAN 1009,crn:6703,1253
SPAN 1010,crn:6705,1253
SPAN 3102,crn:6736,1253
SPAN 3172,crn:6718,1253
SPAN 3178,crn:6650,1253
SPAN 3179,crn:2602,1253
SPAN 3200,crn:6644,1253
SPAN 3206,crn:6646,1253
SPAN 3207,crn:6647,1253
SPAN 3208,crn:6648,1253
SPAN 3230,crn:6649,1253
SPAN 3232,crn:6653,1253
SPAN 3240W,crn:6683,1253
SPAN 3241,crn:14273,1253
SPAN 3242,crn:6700,1253
SPAN 3250,crn:6676,1253
SPAN 3260,crn:6645,1253
SPAN 3265,crn:6654,1253
SPAN 3267W,crn:6712,1253
STAT 1000Q,crn:9191,1253
STAT 1100Q,crn:9214,1253
STAT 2215Q,crn:9237,1253
STAT 2255,crn:9287,1253
STAT 3005,crn:10833,1253
STAT 3025Q,crn:9239,1253
STAT 3115Q,crn:9255,1253
STAT 3215Q,crn:9291,1253
STAT 3255,crn:9286,1253
STAT 3345Q,crn:13160,1253
STAT 3375Q,crn:9243,1253
STAT 3445,crn:9247,1253
STAT 3494W,crn:9277,1253
STAT 3515Q,crn:9257,1253
STAT 3675Q,crn:9258,1253
STAT 4190,crn:14390,1253
STAT 4195,crn:13231,1253
STAT 4195,crn:12967,1253
STAT 4299,crn:14405,1253
STAT 4389,crn:13818,1253
STAT 4625,crn:9274,1253
STAT 4825,crn:9260,1253
STAT 4915,crn:9289,1253
STAT 4916W,crn:9290,1253
TRST 3011,crn:6721,1253
UNIV 1730,crn:11638,1253
UNIV 1800,crn:11529,1253
UNIV 1800,crn:11532,1253
UNIV 1810,crn:11202,1253
UNIV 1810,crn:14004,1253
UNIV 1810,crn:14115,1253
UNIV 1810,crn:12155,1253
UNIV 1810,crn:11216,1253
UNIV 1810,crn:13864,1253
UNIV 1810,crn:11201,1253
UNIV 1810,crn:11203,1253
UNIV 1810,crn:11217,1253
UNIV 1810,crn:11219,1253
UNIV 1810,crn:11213,1253
UNIV 1810,crn:11210,1253
UNIV 1810,crn:11222,1253
UNIV 1810,crn:11196,1253
UNIV 1810,crn:11197,1253
UNIV 1810,crn:11199,1253
UNIV 1810,crn:11215,1253
UNIV 1810,crn:11207,1253
UNIV 1810,crn:11194,1253
UNIV 1810,crn:11214,1253
UNIV 1810,crn:14055,1253
UNIV 1820,crn:11544,1253
UNIV 1820,crn:11541,1253
UNIV 1820,crn:11547,1253
UNIV 1820,crn:11540,1253
UNIV 1820,crn:14536,1253
UNIV 1820,crn:11554,1253
UNIV 1820,crn:11556,1253
UNIV 1820,crn:11551,1253
UNIV 1820,crn:11549,1253
UNIV 1820,crn:11548,1253
UNIV 1820,crn:11546,1253
UNIV 1820,crn:11538,1253
UNIV 1820,crn:14193,1253
UNIV 1820,crn:13049,1253
UNIV 1820,crn:11553,1253
UNIV 1820,crn:11550,1253
UNIV 1820,crn:14552,1253
UNIV 1840,crn:11226,1253
UNIV 1840,crn:11227,1253
UNIV 1840,crn:11228,1253
UNIV 1881,crn:14044,1253
UNIV 2600,crn:11637,1253
UNIV 3294,crn:14319,1253
UNIV 3784,crn:12879,1253
UNIV 3784,crn:11621,1253
UNIV 3784,crn:11620,1253
UNIV 3820,crn:11230,1253
UNIV 3820,crn:11236,1253
UNIV 3820,crn:11231,1253
UNIV 3820,crn:11232,1253
UNIV 3820,crn:11241,1253
UNIV 3820,crn:11233,1253
UNIV 3820,crn:11238,1253
UNIV 3820,crn:11234,1253
UNIV 3820,crn:11240,1253
UNIV 3820,crn:11237,1253
UNIV 3820,crn:11235,1253
UNIV 3995,crn:12025,1253
UNIV 3999,crn:14252,1253
UNIV 4600W,crn:11623,1253
UNIV 4697W,crn:13868,1253
UNIV 4800,crn:11839,1253
UNIV 4820,crn:12027,1253
UNIV 4840,crn:14546,1253
URBN 1200,crn:11381,1253
URBN 1300,crn:10249,1253
URBN 1300W,crn:10248,1253
URBN 2000,crn:10223,1253
URBN 2302W,crn:12984,1253
URBN 2600,crn:10267,1253
URBN 2901,crn:12482,1253
URBN 3200,crn:12479,1253
URBN 3981,crn:10233,1253
URBN 3991,crn:10227,1253
URBN 3993,crn:10254,1253
URBN 4000,crn:10247,1253
URBN 4497W,crn:10261,1253
URBN 4999,crn:10241,1253
WGSS 1105,crn:9829,1253
WGSS 1121,crn:12713,1253
WGSS 2105W,crn:12307,1253
WGSS 2124,crn:9790,1253
WGSS 2204,crn:9776,1253
WGSS 2217,crn:9794,1253
WGSS 2217W,crn:9840,1253
WGSS 2250,crn:9808,1253
WGSS 2263,crn:9823,1253
WGSS 2680W,crn:11910,1253
WGSS 3247,crn:9838,1253
WGSS 3253W,crn:12304,1253
WGSS 3254,crn:9574,1253
WGSS 3258,crn:9916,1253
WGSS 3269,crn:9810,1253
WGSS 3271,crn:9811,1253
WGSS 3350,crn:14270,1253
WGSS 3562,crn:9403,1253
WGSS 3613,crn:10315,1253
WGSS 3652,crn:14271,1253
WGSS 3718W,crn:9839,1253
WGSS 3891,crn:12256,1253
WGSS 3998,crn:9813,1253
WGSS 3998,crn:9913,1253
WGSS 3999,crn:9814,1253
WGSS 4994W,crn:9812,1253
